Number,State,Value,Param bagging_fraction,Param bagging_freq,Param feature_fraction,Param lambda_l1,Param learning_rate,Param max_depth,Param min_child_samples,Param min_gain_to_split,Param n_estimators,Param num_leaves
376,COMPLETE,0.6442142599103468,0.7451324330287251,7,0.5352941219315274,8.86325155887245,0.016286683053665756,20,97,0.12807217386641456,820,18
377,COMPLETE,0.6444291597118406,0.7408435805623371,7,0.5167363483584326,8.07114738525287,0.015608431869180064,19,100,0.08355043021652903,795,15
378,COMPLETE,0.6439930622207907,0.7041221316464115,7,0.5423130577881249,7.580025823300354,0.016605485646537223,20,92,0.035483291377634486,825,16
379,COMPLETE,0.6440673330039427,0.7361161102680541,7,0.5658059326664547,8.559474003631616,0.015997093815293406,19,95,0.000624189091750188,846,13
380,COMPLETE,0.6446233940099662,0.7263519890415574,7,0.5488228787524815,7.864926534533782,0.01694638651539252,21,98,0.548443276368221,862,17
381,COMPLETE,0.6448287808926234,0.7318207777015441,7,0.5320452362180624,8.37094574948168,0.017379492564931428,20,96,0.04991093374230014,808,17
382,COMPLETE,0.6443614118689048,0.7380553206289268,7,0.5576684181778856,7.703927454224054,0.014883376787338283,21,94,0.6163608636321423,835,18
383,COMPLETE,0.6452644782909548,0.7431782464428378,7,0.5233950913464339,8.16613233469466,0.01632712904251275,20,98,0.00029419818977517004,1071,15
384,COMPLETE,0.644480978863416,0.7460963331274757,7,0.5411477200164002,8.151041268701967,0.016541581179343873,19,100,0.061848111097207746,1073,15
385,COMPLETE,0.6443761009872888,0.7496492467235816,7,0.5133399304095155,8.655896720508355,0.01706205355039994,21,98,0.022624337546607837,1075,14
386,COMPLETE,0.6446530008711447,0.7430357359820006,7,0.5513188978517857,9.015224581676701,0.017747948799611248,21,97,0.1027782119591869,1097,15
387,COMPLETE,0.6444436166335576,0.7515250143746012,7,0.5276009535905339,8.26766655445995,0.016339129408439314,20,100,0.03414588102759385,1057,16
388,COMPLETE,0.6449982380202453,0.7416873121479267,7,0.5356852149669424,8.037969166354307,0.01674887045473499,19,98,0.07530523130596535,1084,16
389,COMPLETE,0.6440436596606717,0.7237592113012861,7,0.572163726001118,8.528152722741313,0.016294829270588774,20,96,0.024254650839560257,817,15
390,COMPLETE,0.6450509145133605,0.7337571668135333,7,0.5423814776862897,8.361766405552867,0.017190736697373685,20,93,0.05375045665853046,881,16
391,COMPLETE,0.6446732698540512,0.7287200098579051,7,0.5478070126490371,8.810310048388333,0.01543349400187973,21,90,0.0010719705120170488,850,14
392,COMPLETE,0.6402307331850532,0.7460035968173756,7,0.5204942956729403,2.2895174880785105,0.004004453814538644,18,98,0.08622556386777132,600,17
393,COMPLETE,0.6448766384118332,0.7346015855271111,7,0.5318192696910489,7.945557864736351,0.01677869624340349,20,100,0.03637338694697934,832,15
394,COMPLETE,0.6451239457235362,0.740699920871914,7,0.5034784374356079,9.36060520462269,0.015827391134453063,19,96,0.018283882659073044,1113,16
395,COMPLETE,0.6453949978236385,0.7365461028286003,7,0.5365496683111526,8.191435346015586,0.017479467946590343,21,98,0.0582338022435881,1030,17
396,COMPLETE,0.6437987028936906,0.7374922194806013,7,0.5381285658502976,8.225624968892847,0.01823998530146258,21,67,0.04421857330592341,1033,16
397,COMPLETE,0.6431864610110075,0.7433081933374003,7,0.5255757865099205,8.499610509444155,0.007597375538674688,21,99,0.01722308771342988,1044,17
398,COMPLETE,0.6444666076758531,0.7392130528175384,6,0.5336715850744991,8.12383766138117,0.017214704163599232,21,98,0.061899675146850804,1019,15
399,COMPLETE,0.6447797338120272,0.7334906798342127,7,0.5466768178342429,8.767727946879731,0.017913404979479672,21,100,0.4555075651187546,1044,34
400,COMPLETE,0.6457719316039211,0.7360885207442424,7,0.5421237021597671,8.33894229617566,0.017362237843584143,21,97,0.03688247231659053,1054,17
401,COMPLETE,0.6442950143388944,0.7476322089673246,7,0.5550636451021732,8.424956768430723,0.017653213613655724,21,93,0.016079706813969835,1056,17
402,COMPLETE,0.6450558406549587,0.7429073146395637,7,0.5422772569183792,8.043092663299896,0.018370186277099687,21,96,0.8069072625475283,1026,17
403,COMPLETE,0.6449532097281172,0.7369862134775549,7,0.551728710236773,8.676555356320453,0.017620192493032927,21,97,0.0001969249865435464,1010,17
404,COMPLETE,0.6444871552947599,0.7417239242309602,7,0.5437940219175791,7.860902584480464,0.01889646740600626,21,94,0.033770511465974776,1042,17
405,COMPLETE,0.6442893130176539,0.7367657224006232,7,0.5370551774725681,9.758938577988836,0.0180929890033117,21,92,0.05824888276684971,1047,16
406,COMPLETE,0.644457794919274,0.7320949224271053,7,0.6739319504808106,9.019306383836073,0.013260113867154713,21,97,0.04096846382905381,1032,24
407,COMPLETE,0.6427488810335448,0.7455709421666906,7,0.5483075806454106,8.274054091819469,0.004822199185694738,21,88,0.019128081520291166,1071,17
408,COMPLETE,0.6441681956638579,0.7535453845612314,7,0.5375471735826897,8.559238298007651,0.01744623670831901,20,95,0.06995206193403464,1054,15
409,COMPLETE,0.6439657594650007,0.7399372785361683,7,0.5579955279082419,8.123955159857955,0.017126586777141326,17,98,0.0008708008359140824,1072,16
410,COMPLETE,0.6441535529848074,0.7301891126187108,7,0.5113249216485083,8.379901074056134,0.016129906683425635,20,91,0.20512863604341716,1059,18
411,COMPLETE,0.6448599559743688,0.7370574139477162,7,0.5283686753285761,7.935397962112388,0.015183417175599517,15,96,0.048078825629922425,1033,13
412,COMPLETE,0.6447708674716018,0.7411134319477017,7,0.5420032182768403,8.808797486796786,0.01648200336172096,21,94,0.02894882958477968,1086,17
413,COMPLETE,0.6450794568421271,0.7481154229028241,7,0.5189187983559308,3.934953825195856,0.01748508779348692,20,98,0.0664086252171849,1065,16
414,COMPLETE,0.644921091570678,0.7344155790670739,7,0.5518824471388661,7.783921639214069,0.015510176819042234,21,96,0.036121010870001385,857,18
415,COMPLETE,0.6451902860974439,0.7448460725359122,7,0.5330717052758951,8.190754301657542,0.01695935615173033,20,93,0.02019899145322883,1024,16
416,COMPLETE,0.64442893108743,0.7301183471140551,7,0.54569977864448,8.585475035654065,0.015854071952808517,21,99,0.09752704603884498,1050,17
417,COMPLETE,0.6456305559839881,0.7388794005053914,7,0.5230192753148113,8.380598597526939,0.01791600574502042,20,95,0.5074707901013545,841,15
418,COMPLETE,0.6448027570046304,0.7357217087789949,7,0.5383229303704339,8.336190816813627,0.01803113922692784,20,98,0.3765957990080011,818,14
419,COMPLETE,0.6453128180647807,0.7392078841421291,7,0.5549623260262102,8.547409077035212,0.018403044056453478,20,75,0.050990484460412086,827,13
420,COMPLETE,0.6445422359164434,0.73983133289093,7,0.5614760217045892,8.687050230597963,0.01823850109483586,20,79,0.46260524943440146,1003,11
421,COMPLETE,0.6447825844726474,0.7321898505570618,7,0.5558879784838128,9.115935018289305,0.019421645355159306,21,88,0.5708293561692209,796,12
422,COMPLETE,0.6440247838577677,0.7513598572523026,7,0.550026266888735,8.559279814080197,0.01818060189473521,20,74,0.49870800531335396,805,14
423,COMPLETE,0.6438542979202981,0.7395955602351464,7,0.5592867530795101,8.91119304153513,0.018566505805762627,21,86,0.11229266785724552,1065,13
424,COMPLETE,0.6427979031083462,0.8794561700827871,7,0.5541933189620596,8.433597919185223,0.01844403391162987,20,72,0.5342569607806237,823,10
425,COMPLETE,0.644835743220379,0.7445113249022179,7,0.5460465780131639,8.460677520599813,0.01890815891188907,21,91,0.2575925332353298,812,13
426,COMPLETE,0.6439064778697714,0.7355041649170548,7,0.5645934622569886,8.808080594154093,0.018699003442348466,20,89,0.4826690060946381,826,15
427,COMPLETE,0.6449012762643367,0.7282761355678236,7,0.5430715082838556,8.18306029962513,0.017873724790662727,20,77,0.48545680047994066,794,15
428,COMPLETE,0.6452542616376041,0.7394760797586956,7,0.5508178333556516,8.670515418885058,0.01775707181267709,21,93,0.5108152867756665,838,14
429,COMPLETE,0.6447101033899599,0.7333660681633631,7,0.5265680844379279,8.332203873423293,0.017576327917330402,20,95,0.08043552032741201,812,13
430,COMPLETE,0.6447370453478518,0.743714426958249,7,0.5405237571270906,9.242481353963235,0.01864254243391563,21,91,0.5220016652164386,828,15
431,COMPLETE,0.6448975253950995,0.7485929708100932,7,0.5161707759381813,8.451306560734187,0.017985094174481044,20,100,0.14638825496511862,844,16
432,COMPLETE,0.644263710655918,0.736890339597625,7,0.5065805543100761,8.211583507824477,0.014030555274024772,21,96,0.33974577475176704,799,10
433,COMPLETE,0.6441540638174751,0.7306835382484866,7,0.5486668738352011,8.705653131405086,0.01743424384403679,21,94,0.05930696413888596,823,11
434,COMPLETE,0.6425020595487143,0.7601793302016296,7,0.5557690263138971,9.02803420010108,0.019321021561873215,20,43,0.08426966925340475,1014,14
435,COMPLETE,0.6448935780517593,0.7422155425959519,7,0.5373581179985855,8.048309657199026,0.014632898701692073,20,97,0.41334115407622224,782,17
436,COMPLETE,0.6452429483015335,0.7376172343408605,7,0.5302294272310275,8.555772346583904,0.01733250359411495,21,92,0.05335927057356431,1042,17
437,COMPLETE,0.6452444772272796,0.7323690077712579,7,0.5445958986219968,4.980528217188428,0.017806089281814312,20,97,0.06615055454038204,1194,16
438,COMPLETE,0.643274670738696,0.7562455326257288,7,0.5236479201668082,8.300170936015087,0.0170648063389343,16,62,0.505554546363436,809,15
439,COMPLETE,0.644848614060247,0.7446728784653527,7,0.5612568861035361,8.817887102152572,0.01678736284057187,20,100,0.04586358319455737,838,16
440,COMPLETE,0.6444783818330013,0.7264410301992779,7,0.5398852820123118,8.04917535615628,0.017323802599589874,21,95,0.016102491151376318,817,18
441,COMPLETE,0.6444518292510588,0.7393180510341474,7,0.5512232920927292,8.45007961244376,0.012073331290533961,21,98,0.09509437386141568,850,17
442,COMPLETE,0.643482801114281,0.7346200525414802,7,0.5337218529522233,8.18135140132071,0.018432809120051723,20,55,0.1250410601612752,831,12
443,COMPLETE,0.6448837829246656,0.7490062318544664,7,0.5130684467398666,8.587282047568513,0.016120435561242447,21,90,0.00034121478012420076,1058,18
444,COMPLETE,0.6432801827303465,0.7419458498251661,7,0.5456637560045491,4.525788307396656,0.011396984871219016,20,64,0.036853519019618364,791,15
445,COMPLETE,0.6451678094600724,0.7302993204855383,7,0.5199974276520855,8.930730126766402,0.015520612525826979,21,93,0.0731709430733728,1037,19
446,COMPLETE,0.6450763096842244,0.7358790086526882,7,0.5290920559048732,7.966423926956717,0.015138732596036502,20,96,0.05177744619805332,805,17
447,COMPLETE,0.6447865425327566,0.7395204486352613,7,0.5376655245680219,8.335523443850574,0.01655576817391002,13,100,0.6394251908575703,846,14
448,COMPLETE,0.6448592486675983,0.7456276585738164,7,0.5551919188826182,8.690958345579887,0.017699522190601943,21,94,0.029574438978303877,825,16
449,COMPLETE,0.6447283719092731,0.7336239972431405,7,0.5442288404731302,8.110650976623571,0.01707017006397359,20,98,0.5707901965017104,1078,17
450,COMPLETE,0.6439433649895266,0.7236596139604247,5,0.5254328631482995,8.316142909563187,0.015802380800770063,17,96,0.015699408294626002,870,16
451,COMPLETE,0.6446362755666034,0.729000054911112,6,0.5358053934360921,7.833029858879609,0.016266166865042047,21,98,0.05093615697076347,817,18
452,COMPLETE,0.6439817417402073,0.8068943281438437,7,0.5494481446089401,8.517933664540609,0.016874393346460254,20,94,0.001053548300046038,771,30
453,COMPLETE,0.6448272126720567,0.7370205266689693,7,0.5313054896722732,8.037330028370251,0.017289300148436715,9,100,0.07595457217718372,837,15
454,COMPLETE,0.645000252772864,0.7421731202043697,7,0.5413742923193421,8.934745931364123,0.018053780161344013,21,92,0.03173660685545827,1097,17
455,COMPLETE,0.6452990434440393,0.7333442122021797,7,0.520255072545607,8.246726541495919,0.016593344741653512,20,96,0.10897110900073019,798,16
456,COMPLETE,0.6431667385833328,0.7266596455447837,7,0.5172216087539202,7.954912433741054,0.016150177328762106,12,90,0.13243251355083968,785,25
457,COMPLETE,0.6447485158632047,0.731073413991779,7,0.5081303747739959,8.166697645182438,0.016598541506466353,20,87,0.10910046092330056,798,16
458,COMPLETE,0.6433385891227535,0.7332879960244353,7,0.5208894884213038,8.297876386413478,0.015741732547097716,20,25,0.14009711068991557,802,15
459,COMPLETE,0.6458210215515945,0.7391033414564944,7,0.5023657149235932,7.817019747756412,0.016479874959298497,20,95,0.12012117899252509,777,16
460,COMPLETE,0.6454594984854918,0.7387388388875434,7,0.4935568978000958,7.756826862651244,0.016616404105820725,19,92,0.1471252905348968,771,16
461,COMPLETE,0.6438881128995351,0.7201383067168781,7,0.4942825111208225,7.818135847045106,0.016016006639252588,19,91,0.19131126976913213,761,16
462,COMPLETE,0.6437901009002401,0.7346367606343798,7,0.4974352489585059,7.687055138470339,0.016500853778287125,19,38,0.17269099251712494,746,16
463,COMPLETE,0.64407669588801,0.7288049506300432,7,0.4851928542754875,7.84931385030852,0.015496937663669013,19,89,0.15526714927964494,762,17
464,COMPLETE,0.645076188227506,0.7389996226748515,7,0.4970566100452732,7.705110737207462,0.016650735512693055,19,92,0.12894413984588604,779,16
465,COMPLETE,0.6447314619110732,0.7323695034122607,7,0.5019946904949913,7.935680386337028,0.01501981761363791,20,93,0.14569443326794182,769,17
466,COMPLETE,0.644908702985426,0.7370721580048449,7,0.4804564053355138,7.668379442740009,0.015866929880040008,19,84,0.1669664072481536,779,18
467,COMPLETE,0.6433493237532847,0.7235605543097888,7,0.506566033724974,7.956173774690053,0.016296659415308713,20,70,0.11681728084850596,737,16
468,COMPLETE,0.6455913897646395,0.7392386132078046,7,0.5011170422551524,8.09313870112257,0.01685112900684091,20,88,0.15630180764477586,761,17
469,COMPLETE,0.6437306978482928,0.7484219326908921,7,0.4846639173761331,8.145772004223176,0.010777111553016737,20,87,0.16780291323495156,758,17
470,COMPLETE,0.6450075651817482,0.7414102410729007,7,0.5017402258351932,8.414480666638497,0.016926317879083438,19,85,0.14662052067920306,744,19
471,COMPLETE,0.6446591987360271,0.7456498358641048,7,0.5007881454066945,8.067823169106592,0.017544490307537016,20,82,0.15794031584322432,720,18
472,COMPLETE,0.6455081561901389,0.7395046346353803,7,0.5034067546904106,8.301680194582314,0.017069465113579572,20,94,0.1345122338919485,768,17
473,COMPLETE,0.6447256748556787,0.7412698132945503,7,0.49118242234614273,8.281775820218009,0.017204812042197024,20,94,0.1298096018852274,770,17
474,COMPLETE,0.6449638800580328,0.7512633258591678,7,0.48953962902629167,8.394873040334494,0.016806492469881584,20,95,0.12781408648838571,786,17
475,COMPLETE,0.6442946856913041,0.7464130108576075,7,0.49336886542872227,8.019122053061002,0.017543927650211195,20,93,0.12610508787876062,743,17
476,COMPLETE,0.6456713690135448,0.7388300761662195,7,0.5029438063425096,8.22637938176075,0.017091578546244334,20,95,0.10876221202159847,777,16
477,COMPLETE,0.6442649645179201,0.737208087591587,7,0.4981304874185147,0.16644119566297544,0.017174607275098345,20,95,0.11003476765169307,759,12
478,COMPLETE,0.6451423035492597,0.7354154005643098,7,0.5044151622589415,8.233208882681632,0.01770349444304477,19,96,0.15096564343988328,751,16
479,COMPLETE,0.6444590380645069,0.7395994682863268,7,0.4749605809251957,7.912484554375903,0.017114593447630794,20,95,0.10197672368808691,764,23
480,COMPLETE,0.6445201879498418,0.7430674676620964,7,0.49900826514665025,8.143451955025464,0.016823182201748735,14,96,0.1420199809849214,731,16
481,COMPLETE,0.6444213614760839,0.8452089159637839,7,0.4913486319487345,7.865781822957683,0.01790556801685967,20,97,0.11680551793208321,774,16
482,COMPLETE,0.6450693759345201,0.736395884417954,7,0.5056337140968007,8.294671542953411,0.017386254184127405,20,92,0.1801041555437365,770,16
483,COMPLETE,0.6434214333213049,0.732532408868163,7,0.4891656977456016,8.049853412144454,0.01680685191738978,19,58,0.166804564988568,761,17
484,COMPLETE,0.6441845780317833,0.744994686532671,7,0.5099073909302714,8.44446310196661,0.01834669471602756,20,15,0.3072625222986163,751,17
485,COMPLETE,0.6440533547645856,0.7392557017519147,7,0.5007193790605987,8.191677407498979,0.016608362115474336,20,95,0.21240912665873474,774,39
486,COMPLETE,0.6442395979251078,0.8172413536210206,7,0.511220489680554,7.772291495498463,0.017097968827712622,21,99,0.10660341537243566,785,15
487,COMPLETE,0.6442167462008125,0.7287182240168951,7,0.4984525302056213,8.57037158119847,0.018885331545290863,19,94,0.19171363764815075,786,16
488,COMPLETE,0.6435857499719435,0.7337300375133076,7,0.4944821197423515,7.974169444953754,0.017481637051608916,20,46,0.14290237656652613,755,16
489,COMPLETE,0.645628083982548,0.740173028159206,7,0.5058923357496772,8.35675406069037,0.017014519012061233,21,97,0.11568488756991055,796,17
490,COMPLETE,0.6448043609477614,0.738396015714375,7,0.5065821169466956,8.271133962996606,0.018004965933577703,21,92,0.11664834609954833,797,28
491,COMPLETE,0.6446344394268054,0.7343384583822207,7,0.5058963501894496,8.091754570308245,0.017709089483694117,20,94,0.10101351134765392,774,17
492,COMPLETE,0.645290580768589,0.74445376306521,7,0.5134528514198621,8.384536248507914,0.017131479858821262,19,96,0.13338099497782444,795,17
493,COMPLETE,0.6438406840510954,0.7295957385701493,7,0.5026085489019734,7.839315427828389,0.01683510999289574,20,97,0.1576212554536552,805,18
494,COMPLETE,0.6442138705343972,0.7398209973913917,6,0.487362842210293,7.527573997419427,0.01741554923189545,21,93,0.11127690440327703,776,17
495,COMPLETE,0.6450003063567102,0.7347518041301222,7,0.5115549663381666,2.9552710361622005,0.01704160790330075,21,91,0.09347694428288313,792,17
496,COMPLETE,0.6447092531929328,0.7484129181921256,7,0.5045989632288368,8.151608219005384,0.016596727596155304,20,95,0.12498051657219021,810,17
497,COMPLETE,0.6451183265641931,0.7417990511991981,7,0.49581259189969396,8.41534956985611,0.01809990846753223,21,97,0.13830846953057319,767,16
498,COMPLETE,0.6440330679203972,0.7264671485454044,7,0.5158388006707595,8.010685575861356,0.01756719705009703,20,98,0.09269781721958562,802,18
499,COMPLETE,0.6454926418805226,0.7367964167328145,7,0.513205246561663,7.670091062249052,0.016642797792098103,19,94,0.5233937547912847,788,16
